"Honestly a great RPG. It has a lot of replay value and all the hours you'll play will feel great as the story, humour, design and music are all amazing. big recommend ",True,False
The most beautiful game of all time !!! ,True,False
"The story, which begins as a banal search for the missing son of the protagonist, develops, becomes something much more complex and full of ethical questions. As in Fallout: New Vegas, we find ourselves embroiled in a confrontation between several factions fighting for control of the region, and we decide which of their far from perfect philosophies to join, and which worldview to adopt. All this sometimes makes you press ""pause"" and think carefully about your potential choice. Even for joining the highly dubious Institute, one can find good reasons. And the later decision to leave them and go their own way was by no means as easy as I expected. In addition, I was almost shocked at the sympathy local villains can evoke - even the most inveterate killer, the scriptwriters managed to make a person with their own motives and remnants of humanity. ",True,False
"Really immersive game, you are afraid to open every door that passes by not knowing for sure where the damn zombies are ",True,False
(Review text hidden) ,True,False
"One of the Best Multiplayer game , you need to do some strategies to win not like other game cs go etc , every operator have unique gadget , i recommend this game it's not that expensive , of course if you don't want to grind renown buy little bit expensiver version of the game , but i prefer to grind and don't have every operator at the start , cause you get to know how to play with every operator 9/10 ",True,False
good game ,True,False
Reflect on war and pray for peace. ,True,False
Give me an achievement for buying your game bundle :3 Achievement Request Name: horep Description: Do yuo kno da wae? Picture: ,True,False
One of the best game i ahve ever played. Create your alternative history of the world :) ,True,False
"Yes, a fun game for the cooperative I advise everyone !!!! ",True,False
needs improvement in anti cheat engine ,True,False
... ,True,False
Mini Ninjas 2 when? ,True,False
"First of all, I would like to thank the connoisseurs for sharing the KEY. At the beginning, I learned that this game originated from the heated discussion caused by the development team during the Modian crowdfunding two years ago. Since the beginning of crowdfunding, this game has been a controversial game work. It has been questioned by players because of copyright issues and the slow progress of game development. But like me, who have many memories of both the RGP version and the arcade version of ""Swallowing the World"", the post-90s generation is undoubtedly very excited to see high-definition fan works like ""Swallowing Kong Ming Chuan"" on steam. ""Swallowing Kong Ming Biography"" has eight chapters. In addition to some original lines, the plot has also been adapted from the original. The theme of the Three Kingdoms has always been a favorite of Chinese players, and it is undoubtedly exciting to conquer one after another legendary generals and fight in the Quartet. Although the core gameplay of the game is inherited from ""Swallowing Heaven and Earth"", the development of the main storyline and the subsequent capture of the generals in the wild are full of Japanese RPG flavors, but the rich and beautiful BGM of the game and the individual character dubbing of the generals fighting also do not reflect this work. High quality as an independent game. And many details, such as changing the climate as the scene switches, and the exclusive skills of each general, are also worthy of the players to savor. To be honest, with the increasing prosperity of the game market, more commercialization and fast-food, players have a variety of game choices, and this game is a traditional RPG that requires players to devote time to it. I hope you are approaching or stepping forward. The feelings of the player in the year, after life and work in this work to retrieve memories. Finally, a few suggestions: 1. I hope that the AI can give priority to attacking the remaining blood enemies in the automatic battle. 2. The wandering route of the NPC in the city should not include a narrow terrain (it is often annoying for a team of people to be stuck in the terrain for a few seconds by an NPC) 3. The enemy rate is too high, and the explosion rate is very low. Without the incentive of equipment or item rewards, the player is easy to be annoyed by endless miscellaneous soldiers. ",True,False
"Metro Exodus the third game in the Metro series is simply one of the most enjoyable game I've ever played, it has a very impressive graphics and gameplay upgrade from the last two games. ",True,False
