"not a game, but a complete shit, it started well before, I wanted to download it again and you know what ...... the game at the entrance to the server remains hanging ",False,True
"I am fuming right now. I have already punched a hole in 3 MONITORS waiting for this games servers to come online. Like, is this a joke? 20 great british pounds for this? This is really doing my head in. I am filled with rage that I can't even play? And when I do play, I get FALL BALL 24/7! I have played 50 hours so far and the fact I can't play any longer is filling me with RAGE! I punched my mother in the face when she told me to eat lunch and get off the game, that's how much I love this game. And the fact we can't even play? Like seriously, this is ridiculous. ",False,False
"I saw reviews about the game, and decided to fix everything. Content for 4-5 hours. I do not recommend buying, never. Sad experience says that the game will not be engaged ",False,True
H A T S ,False,False
"So, as for me this game does not belong to the Mafia series, although there are Joe and Vito there, but it looks more like a new series of games, I will not say that this is GTA 5, although there are similarities. But as for me, if it wasn't for the title ""Mafia 3"", then the reviews on Steam were much better. In general, this is not a mafia, this is GTA in a simplified mode. To begin with, THERE IS NO RUSSIAN VOICE HERE, EVEN IN MAFIA 2 IS. I’m stupid, I don’t even understand the plot, because I have to read all the time, but I don’t have time to do it, because you go and talk to you or the subtitles turn over like a yoban dream book ... Performing monotonous missions, playing for Franklin's great-grandfather from GTA5, is boring for the second hour games. The main character, as usual, walks and kills everything that moves. The graphics certainly could have been better, okay give a fuck, BUT WHAT IS THE SOAP? The only thing that pleases here is the transfer of the atmosphere, everything is in order with this in the game, the soundtrack, the cars ... In general, this is a complete failure, not a game. 3 out of 10 ",False,False
"Such a dissapointing game, just a bunch of PNG imajes for the set and a poorly thought up concept, the fanbase for this game didn't need to exist yet it does, spreading their cancer to other great games like skyrim, Gmod and in some cases portal. Disgusting. ",False,False
"After waiting for about a month I finally got my rewards. The game is a lot of fun, and I come across a lot less cheaters than before. The thing is though: When you have to wait a month for something you expect to get after finally getting a win, the game just feels pointless. There's no real goal. Sure the gameplay still is entertaining, but if you don't get your rewards it simply doesn't satisfy your needs anymore. The game has a lot of potential to be a kickass party game, but at this moment I wouldn't recommend it at all. The game's support is useless as well, such a shame... ",False,False
"[EN-US] -Story simple and not realy exciting. -Realy fun gameplay with A LOT of varieties and heroes -Super repetitive -Poorly optimized -Like 3 villains are good (Ariadne was cool) -Soundtrack ok -Why it is canon to Saints Row? I mean... it does make sense, but it shouldn't be a sequel to GOOH (Gat out of Hell). I think the biggest problem is this: It tried to be a game for Saints Row fans. Want an example? Johnny Gat, Kinzie, Pierce and many characters and stuff from the SR:TT are in the game. It should have make it's own identity, but it failed. Gameplay is fun, but as a SR fan, i just can't recommend it. (PC problems ""helped"" as well) 5/10. [PT-BR] -História simples e não muito emocionante. -Gameplay realmente divertida com MUITAS variedades e heróis -Super repetitivo -Horrivelmente otimizado -3 vilões são bons (Ariadne era legal) -Trilha sonora bem ok -Porque é canonônico com Saints Row? Quero dizer ... faz sentido, mas não devia ser uma sequencia de GOOH (Gat out of Hell). Eu acho que o maior problema é este: ele tentou ser um jogo para os fãs do Saints Row. Quer um exemplo? Johnny Gat, Kinzie, Pierce e muitos personagens e coisas estão no jogo. Deveria ter feito sua própria identidade, mas falhou. A jogabilidade é divertida, mas como um fã de SR, eu não posso recomendá-lo. (Problemas no PC ""ajudaram"" também) 5/10 ",False,False
"Very good game, very good story, very good characters, this game has the truth is that it is exquisite. Not to mention that every day to play crashes, you play towers and crashes, online and crashes, story mode and crashes again. To fix this you have to be checking files every day that lasts 30 minutes and even so it keeps crashing, the truth is that for that part it is unplayable and I hope they solve it. ",False,False
"♥♥♥♥♥♥ weapons, ♥♥♥♥♥♥ AI, repeating gameplay, no replay value, stolen aspects, stolen mechanics, massive pile of donkey ♥♥♥♥ packed into ""game"" ",False,False
"Dead game to this day being that it is already a complete game and that being beta had its maximum peak of players, by going to the skins and not worrying about the game itself, which is the most important thing, this BattleRoyale ended up digging its own grave. My 1/10 score to top it off becomes free to play and neither does the servers fill up nor do they give a reward to the buyers who supported the project in its alpha and beta phases, a total scam. ",False,False
"This game is like a drunk slob in a bar:  He's ugly, he smells, he got bugs and he's telling racist jokes while thinking he's hilarious. You just want to slap him in the face, really, really hard! It's an easy 100% if that's what you're looking for, like me. But I'm pretty sure this game gave me std's during the hour I played it. ",False,False
L4d with warhammer skins and the worst loot system ever ,False,False
"First things first, Unity 3D. Who thought this was going to on the Unity 3D engine? Anyone? Nope. Why is it on the Unity 3D engine? Who knows. Whoever made that decision is the reason why this game has such horrific reviews. The animations, Frame Rates and over all clunky feeling the ENTIRE game has is most likely due to the engine being Unity 3D. Watch as you get a solid maybe 70 frames, then your sensitivity will skyrocket as your FPS dips to like 20 and it picks it back up. I ran this game in 1440p, on the lowest settings with a 2080TI and the entire time the game is open your GPU will be hard stuck at 99% usage the entire time this game is open.  Thats the Unity 3D engine for ya. Second stop on this ride is the Animations. A disaster in itself. NONE of the animations I saw ran smoothly/correctly. Many times your gun (Especially the magnum) will clip back to the last frame of the shooting animation, so it just jitters back and forth sometimes. The enemy movement is choppy, and whenever you kill anyone they all to the SAME EXACT death animation every single time. Think of a T pose, but with them holding a finger pistol and then just toppling over. On every single enemy. Completely ruins the immersion every time you kill someone. In a nutshell this is how animations are -   : 3 minutes of just WTF. Basically in the entire game Graphical wise - I didn't see many issues. It looked good when standing still, hence why the screenshots make the game look amazing on the store page.  AI in this game is also just a mess. I played on the second to last hardest difficulty. So basically hard, and in-between trying to aim correctly with the   and messed up animation you can basically just click once on their head and their dead. I barely ever even checked my health unless I was getting sniped, without the snipers and bazookas the damage input to you is next to nothing. I played up until the mission where you go into the tent to bug the guys office. No matter what I did, I always failed the mission as soon as I planted the bug. I hid bodies, did everything but as soon as the guy spawns in it was game over. After 2 tries at that, I gave up and started writing the review. In a nutshell, I do not see many of these issues getting fixed with the current engine and I do not ever see this game going above ""Mixed"" reviews on steam. Why they thought this was ready to roll out as a completed game is beyond me and is now on my list for THE worst remake I have ever played. For a full playthrough of what I painstakingly went through, you can watch the stream and click anywhere in the video to see this game in its full, depressing glory. By about minute 10 I realized I was in for a treat, and now cannot refund due to steams 2 hours rule.  My playthrough -  Some dumb lookin deer that just stood there and did nothing, but I remember it being in the original with animations. Just a derp deer - ",False,False
"First things first: What is XIII? A stylish and compelling FPS. While it doesn't exactly make any enourmous improvements to the genre, the story element is strong and the comic - style gameplay is truly enjoyable, even today! Multiplayer is another string to this games bow but hardly cutted. Overall this is a slick, enjoyable game so far (ONLY STORY WISE) - well worth owning and the multiplayer will hold your interest for ages. You are the victim of a conspiracy! Find your way out and uncover the mysterys behind the assassination of the President of the United States, William Sheridan. His death is a nod similar to real-life former President John F. Kennedy who was killed by a sniper bullet to the head in Dallas in 1963. The downside so far: No Bots and only two game Modes (Deathmatch and Team-Deathmatch), while the Original had way more. Plus the Maps are also cutted. A huge let-down in regards to the Multiplayer - but still enjoyable if you're looking for Singleplayer... but thats no the only con sadly... The biggest let-down: Multiplayer is not working as of now. You can select a Character but not go ingame LOL!!! This is a stylish and fun game that sadly did not get the recognition it deserved. Too many reviews gave it a thumbs down because it ""wasn't as good as Halo."" back in the days... Well, it wasn't trying to be Halo. Very well written, XIII has a compelling story that will keep you interested and guessing all the up until the cliffhanger ending. The music is superb, the voice acting is good, the cell-shaded graphics are very cool, and it is a very fun game to play. Some folks may not like that you can't save anywhere and that it builds up on ""checkpoints"" which are not that well placed. but that is sort of par for the course for Ubisoft of that time period. I highly recommend it. After all the games I've played so far, this is still one I think of fondly and plan to play again. Plus there are grappling hooks! The Downside: It also has some bugs (Not gamebreaking ones) in the Campaign. - Aiming is reaaaally slow while holding right click (You can watch around pretty smoothly but aiming is just slower settings-wise). Problem is: You can't change that (Not as far as I'm aware of) - Sounds are copy and pasted from the original (To keep the feeling in a newer and fresher look) and I like that! I dont need new voice actors because you know it as much as I do. As soon as your lovely series / show gets a new voice actor you immediately recognize it and don't like the show anymore. XIII Doesn't have that problem - There are a few frame-rate issues especially in the Bank Level. - No Ultrawide Support (4k etc.) - After the flashback on the beach, when it took me back to the beach from the boat I was greeted to the lifeguard having no pupils for half a second before her eyes rolled back onto their spot. - High Temps and might be unoptimized (You can see the typical outrage in the forums already) The last point is why I'm giving it a thumbs down. I play at 144hz @1440p and it should not be possible to overheat a 2080Ti with a Game like this while I Play everything else with 40-50 Degrees. There are also collectables (golden statues) to find all around the Level and it gives you extra content to find. It overall looks pretty good. Just do us all a favor: ",False,False
"The game is entertaining, but it's full of chetos like all fucking shooter ... then the weapon farm theme is Chinese / Korean without fucking life. I recommend it? No, if you have another game option, don't play it ",False,False
"The whole game is in scripts, how infuriating, goalkeepers are a bitch just gods, save low kicks from 4 meters, and then miss a stupid ball, a lot of scripts, all goals fly in at 45 and 90 minutes. Even if you have a better squad, you will lose everything, because the opponent has a higher rating. In general, the game is all in scripts and this is its main disadvantage, the game causes a wild bombing due to the connection of opponents, passes simply do not work. ",False,False
Mehhhh ,False,False
This controller kinda messed up i wouldn't buy it again. ,False,False
"Horrible. Poor gameplay. without history and without grace. The game is only for achievements, if you want something more, you will not find it here. ",False,False
"I can't connect to the server, I can't connect to the VPN, and I can't connect to the accelerator. In short, I can't play in the mainland, that's it. ",False,False
"Not realy anything we can not yet do with our desktop, still nice to have all these features in one piece of software in stead of using different apps and OS settings to accomplish this. Many gamers and groups on Steam have excelent artwork published already. Realy beautifull artwork can be DLed via rightclick in a browser. And there is a lot of good artwork to be viewed in the Wallpaper Engine Workshop. To much actually, i'd wanna DL 1.000.000s of them. Severe downside: as it is a desktop app and not a full-screen game, it streams everything that happens on ones desktop via Steam Broadcast to Ppl who shouldn't see what happens on the users desktops. Therefore i won't use the app itself yet i do visit the Workshop. If they'ld disable the broadcast, i might use WPE. ",False,False
"The game is a complete disappointment, which game do not enter the cheater ... Yes, yes, stupid teammates, but the worst thing is FreeToPlay, I definitely will never go to this game again, even though I have skins there for 3 thousand rubles , I declare that CS: GO is a trash heap ",False,False
Definitely not recommendable game! Don't waste your money for this game. ,False,False
This game will give you worms if you play it. ,False,False
crash in bursts ,False,True
"Hey! Take Two! Go ♥♥♥♥ yourselves! I don't even use mods in GTA V, but the mod you banned didn't even effect the online segment where you rake in your money you pulsating ♥♥♥♥♥, choke on your money, but you won't be choking on mine again ;) ",False,False
"Not worth the download. This ""game"" is clunky, buggy and bland. Besides, even as a free demo, it would be too short. ",False,False
is ♥♥♥♥ ,False,True
"Come on developers!  Finish (and TEST) the game before you publish it. Game is full of invisble walls and bugs.  You put in-game money in this game but you can't buy a ♥♥♥♥ for that. You can buy stuff only for real money. And there is a Founder's Pack who gives you nice stuff. But why you put Founder's Pack if all stuff in the game can be bought only with REAL MONEY! Regions are closeing randomly and when you falling on the start you can fall on closed region (or area) and you will losing your health. Developers, WHY are you try to make game in popular genres? You do that with Law Breakers whan TBMFPS (team-based multiplayer first-person shooter) genre and you failed. Now you try with Battle Royale genre and you will fail again because NOW this game is BAD. Like you make it in hurry. Try to fix it fast or try to make a game in not-popular genres but with strong and good story. ",False,True
"Yeah, my playtime is low but there's a number of reasons for that, including dropping Windows 7 support requiring some jiggering to play it and simply not being interested in what the game has become. I purchased this game based on the product that it was... 6 yearss ago, and the roadmap supplied that continued it down an action rpg road that I really liked the look of, and I really enjoyed the alpha, then I shelved it since I expected updates to come and I didn't want to burn out... and then nothing happened, for years. Cut to January of this year and the developer put out another little bit of information as he had come to do every 6-12 months and the game was still moving towards what the roadmap outlined. Again cut ahead a few months and you land with the announcement of the game actually being released and I was excited, then I looked deeper and found that the game had had nearly every feature stripped from it to a barebones quasi-rpg with no true progression, no procedural worlds, no skill trees and on and on. I was unimpressed, and so was most of the community surrounding it. I'm not going to make this about the politics of what happened then but I will say that this was a game I liked, and now it is not and I cannot recommend it. You can find plenty of information on what happened and what changed elsewhere and have no doubt seen it already if you're read this far. I will check back in the future and see if the game has returned to its roots but currently it's looking like I just threw that money away. ",False,False
"A super fun game based on the idea, but still too few features and too few possibilities for intervention to really grab me. ",False,True
This Game S.uck M.y D.ick #FIXMYSUMMERCAR ,False,True
bad gam ,False,False
"I'd love to give this game a positive review for its aesthetics, story and gameplay, but the insane and inexplicable 0-10 FPS freeze/lag that comes and goes with no explanation on a clean boot, on an i5-6500, GTX 1060 and 16GB DDR4 RAM machine, with only 20% resource load in Task Manager... is just a bit too ridiculous. I expect to be able to just PLAY a 2D game on a gaming PC and not have to instead hunt down lag issues like it's the DOS era. ",False,False
"I do not advise anyone to buy a melon scam project. Previously, the game made sense because of the possibility of adding custom achievements to decorate the profile, but now the author has deleted them all, you cannot add new achievements. Do not buy. There are no cards either, you will not pay off the game) ",False,False
"Game needs a lot of Fundamental Changes ie UI,Asian Servers, Ping system,the ingame progression system and PVE system should be revamped and increase the drop system,Maps are huge and i can go on and on . This studio seriously needs a Game tester pls hire some ",False,False
"Having played it for 30 minutes, I realized one thing - this is a pure copy of Titan Quest (which was released in 2006). Didn't even waste time on passing. I also didn't like the graphics and gameplay. Neither vibrant nor dynamic. ",False,False
"In fact, this is not a game, but a demo of other games in the series, but even for a demo, everything is bad. Non-working controls, flying settings, lags and freezes up to lock. There are 6 riddles in total, 5 of which are simple, and one is overkill. And to brighten up all this, the developers added hints of a non-existent alternative ending and jokes about the reproductive organs. ",False,False
Unbalanced and full of cheaters good game for kids and brainless europians with yellow teeth..  quality gamers dont play Counter strike anymore. ,False,False
"Hope there will be a collection in the future. Relative to his price, this game is still not worth buying and it is not Chinese. You can only buy genuine and play pirated versions. Currently not recommended to buy ",False,False
Warning: Can only detect less than 5000 characters,False,False
??? ,False,False
"The main notable problem is the developers abandoned their game and I never knew about it when I had purchased the game a year and a half ago. The graphics and the mechanics/gameplay of the game are pretty fine, could've been improved drastically if the developers hadn't determined to give up on their game.  Second major problem is -teaming- among ""The killer and the counselors"" is unpreventable and most likely to happen since the players still not considerate enough to be fair/decent to everyone, which actually leads to my third point about their excessively toxic and disproportionate way of communication and behavior that frustrate many and ruin their gaming experience. My advice and solution here is to mute this kind of players immediately as soon as you notice you're with them.  Fourth and last, I'd suggest those who want to purchase the game wait for a discount because I honestly don't believe it's really worth the price considering every point I've made thus far. ",False,False
"Over-rated, 5/10 at best ",False,False
...Are you serious? - Ugly (you could do way better things in UE4) - Not fun - Horrible music. Just a bunch of asset stuffs puked into a product. Sh*t counts as a product too. Producted by humans. I bet this was made just for fun. For testing how much far they can go with Steam... ,False,False
